Datum;Tag;Linie;Ri;AbZeit;FahrtAbHstName;AnZeit;FahrtAnHstName;PlaetzeIst;StehplaetzeIst;SitzplaetzeIst;AnZeit Soll;AbZeit Soll;AnZeit;AbZeit;HstName(Fpl);Hst;Einsteiger;Aussteiger;Besetzung;Auslastung
30.04.2024;Di;U7;1;06:22;Heerstraße;06:54;Enkheim;184;136;48;06:48;06:48;06:48:12;06:48:22;Schäfflestraße;1525;1;0;15;8,20%
30.04.2024;Di;U7;1;06:22;Heerstraße;06:54;Enkheim;184;136;48;06:50;06:50;06:49:48;06:50:02;Gwinnerstraße;1527;0;5;10;5,40%
30.04.2024;Di;U7;1;06:22;Heerstraße;06:54;Enkheim;184;136;48;06:51;06:51;06:51:05;06:51:17;Kruppstraße;1535;0;4;6;3,30%
30.04.2024;Di;U7;1;06:22;Heerstraße;06:54;Enkheim;184;136;48;06:52;06:52;06:52:45;06:52:55;Hessen-Center;1536;0;1;5;2,70%
30.04.2024;Di;U7;1;06:22;Heerstraße;06:54;Enkheim;184;136;48;06:54;06:54;06:54:31;06:58:27;Enkheim;1537;0;5;0;0,00%
30.04.2024;Di;U7;1;06:22;Heerstraße;06:54;Enkheim;184;136;48;06:54;06:54;06:54:00;06:54:00;ausfahrend;0;0;0;0;0,00%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:34;06:34;06:34:00;06:34:00;einfahrend;0;0;0;0;0,00%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:34;06:34;06:25:45;06:30:28;Heerstraße;1229;2;0;2;0,50%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:35;06:35;06:32:01;06:35:47;Friedhof Westhausen;1227;6,9;1;7,9;2,10%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:36;06:36;06:36:25;06:36:39;Stephan-Heise-Straße;1226;4;0;11,9;3,20%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:38;06:38;06:38:04;06:38:15;Hausener Weg;1225;8,9;0;20,8;5,70%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:39;06:39;06:39:39;06:39:51;Fischstein;1223;2;0;22,8;6,20%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:41;06:41;06:41:05;06:41:17;Industriehof;1222;2;0;24,8;6,70%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:42;06:42;06:42:44;06:42:54;Kirchplatz;1234;7,9;0;32,7;8,90%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:43;06:43;06:43:59;06:44:11;Leipziger Straße;1203;8,9;0;41,6;11,30%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:44;06:44;06:45:19;06:45:32;Bockenheimer Warte;1201;6;3;44,6;12,10%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:46;06:46;06:46:31;06:46:45;Westend;206;3;1;46,6;12,70%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:47;06:47;06:47:54;06:48:06;Alte Oper;201;1;3;44,6;12,10%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:48;06:48;06:49:09;06:49:23;Hauptwache;1;6;24,2;26,4;7,20%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:50;06:50;06:50:20;06:50:37;Konstablerwache;510;16,9;9,1;34,2;9,30%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:51;06:51;06:52:18;06:52:29;Zoo;511;2;3;33,2;9,00%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:53;06:53;06:53:32;06:53:42;Habsburgerallee;520;2;4;31,2;8,50%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:54;06:54;06:54:35;06:54:45;Parlamentsplatz;1520;0;1;30,2;8,20%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:55;06:55;06:55:45;06:55:56;Eissporthalle/Festplatz;1522;1;0;31,2;8,50%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:57;06:57;06:57:11;06:57:31;Johanna-Tesch-Platz;1524;2;5;28,2;7,70%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;06:58;06:58;06:59:03;06:59:14;Schäfflestraße;1525;0;3;25,2;6,80%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;07:00;07:00;07:00:55;07:01:07;Gwinnerstraße;1527;0;8,1;17,1;4,60%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;07:01;07:01;07:01:57;07:02:08;Kruppstraße;1535;0;4;13,1;3,60%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;07:02;07:02;07:03:43;07:03:53;Hessen-Center;1536;0;5;8,1;2,20%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;07:04;07:04;07:06:19;07:09:09;Enkheim;1537;0;8,1;0;0,00%
30.04.2024;Di;U7;1;06:34;Heerstraße;07:04;Enkheim;368;272;96;07:04;07:04;07:04:00;07:04:00;ausfahrend;0;0;0;0;0,00%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:02;07:02;07:02:00;07:02:00;einfahrend;0;0;0;0;0,00%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:02;07:02;06:59:19;07:00:15;Enkheim;1537;4,3;0;4,3;2,30%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:03;07:03;07:04:34;07:04:45;Hessen-Center;1536;4,3;0;8,6;4,70%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:05;07:05;07:05:35;07:05:35;Kruppstraße;1535;0;0;8,6;4,70%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:06;07:06;07:06:01;07:07:30;Gwinnerstraße;1527;17,4;0,9;25,1;13,60%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:08;07:08;07:09:10;07:09:24;Schäfflestraße;1525;4,4;0;29,5;16,00%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:09;07:09;07:10:59;07:11:10;Johanna-Tesch-Platz;1524;1,1;0;30,6;16,60%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:11;07:11;07:12:27;07:12:39;Eissporthalle/Festplatz;1522;5,4;0;36;19,60%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:12;07:12;07:13:37;07:13:48;Parlamentsplatz;1520;3,3;0;39,3;21,40%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:13;07:13;07:14:42;07:14:56;Habsburgerallee;520;4,4;0;43,7;23,80%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:15;07:15;07:16:03;07:16:19;Zoo;511;7,6;1,8;49,5;26,90%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:16;07:16;07:17:40;07:18:03;Konstablerwache;510;8,7;29,6;28,6;15,50%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:18;07:18;07:19:07;07:19:25;Hauptwache;1;9,8;14,8;23,6;12,80%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:19;07:19;07:20:50;07:21:03;Alte Oper;201;1,1;1,8;22,9;12,40%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:21;07:21;07:22:06;07:22:17;Westend;206;1,1;1,8;22,2;12,10%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:22;07:22;07:23:22;07:23:35;Bockenheimer Warte;1201;0;3,7;18,5;10,10%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:23;07:23;07:24:32;07:24:44;Leipziger Straße;1203;3,3;1,9;19,9;10,80%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:25;07:25;07:25:48;07:26:03;Kirchplatz;1234;3,3;2,8;20,4;11,10%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:26;07:26;07:27:22;07:27:38;Industriehof;1222;3,3;2,8;20,9;11,40%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:27;07:27;07:30:07;07:30:07;Fischstein;1223;0;0;20,9;11,40%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:29;07:29;07:31:23;07:31:35;Hausener Weg;1225;0;3,7;17,2;9,30%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:31;07:31;07:32:41;07:32:58;Stephan-Heise-Straße;1226;2,2;5,5;13,9;7,60%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:32;07:32;07:33:47;07:33:58;Friedhof Westhausen;1227;0;1,9;12;6,50%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:34;07:34;07:36:27;07:36:57;Heerstraße;1229;0;12;0;0,00%
30.04.2024;Di;U7;2;07:02;Enkheim;07:34;Heerstraße;184;136;48;07:34;07:34;07:34:00;07:34:00;ausfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:04;07:04;07:04:52;07:04:52;einfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:04;07:04;07:04:52;07:05:10;Ginnheim Mitte;synthetic:de:06412:1309:7:1;26;0;26;7,07%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:05;07:05;07:06:05;07:06:20;Ginnheim/Niddapark;synthetic:de:06412:1378:2:2;21;3;44;11,96%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:06;07:06;07:07:24;07:07:33;Römerstadt;synthetic:de:06412:1366:2:2;32;7;69;18,75%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:08;07:08;07:09:47;07:09:58;Nordwestzentrum;synthetic:de:06412:1322:22:2;34;9;94;25,54%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:09;07:09;07:11:02;07:11:16;Heddernheimer Landstraße;synthetic:de:06412:1320:2:2;25;18;101;27,45%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:11;07:11;07:13:02;07:13:14;Zeilweg;synthetic:de:06412:1318:2:2;20;27;94;25,54%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:13;07:13;07:14:50;07:15:10;Heddernheim;synthetic:de:06412:1317:22:3;26;28;92;25,00%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:15;07:15;07:16:46;07:17:00;Weißer Stein;synthetic:de:06412:1312:22:2;26;16;102;27,72%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:16;07:16;07:17:48;07:18:04;Lindenbaum;synthetic:de:06412:1311:2:2;30;21;111;30,16%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:17;07:17;07:18:52;07:19:03;Hügelstraße;synthetic:de:06412:1304:2:2;34;13;132;35,87%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:18;07:18;07:19:51;07:19:58;Fritz-Tarnow-Straße;synthetic:de:06412:1303:2:2;30;21;141;38,32%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:20;07:20;07:21:40;07:21:52;Dornbusch;synthetic:de:06412:1301:22:22;35;33;143;38,86%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:22;07:22;07:23:50;07:24:00;Miquel-/Adickesallee;synthetic:de:06412:404:6:5;32;18;157;42,66%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:23;07:23;07:24:50;07:25:03;Holzhausenstraße;synthetic:de:06412:403:4:4;30;38;149;40,49%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:24;07:24;07:25:51;07:26:00;Grüneburgweg;synthetic:de:06412:402:2:2;31;21;159;43,21%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:25;07:25;07:26:48;07:27:03;Eschenheimer Tor;synthetic:de:06412:401:2:2;34;56;137;37,23%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:26;07:26;07:27:51;07:27:57;Hauptwache;synthetic:de:06412:1:22:4;51;40;148;40,22%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:27;07:27;07:29:03;07:29:10;Willy-Brandt-Platz;synthetic:de:06412:4:22:2;44;32;160;43,48%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:29;07:29;07:30:55;07:31:01;Schweizer Platz;synthetic:de:06412:921:1:2;20;38;142;38,59%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:31;07:31;07:33:03;07:33:03;Südbahnhof;synthetic:de:06412:912:7:11;0;142;0;0,00%
15.09.2025;Mo;U1;1;07:04;Ginnheim Mitte;07:31;Südbahnhof;368;272;96;07:31;07:31;07:33:03;07:33:03;ausfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:04;12:04;12:05:19;12:05:19;einfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:04;12:04;12:05:19;12:05:32;Ginnheim Mitte;synthetic:de:06412:1309:7:1;9;0;9;4,89%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:05;12:05;12:06:48;12:06:58;Ginnheim/Niddapark;synthetic:de:06412:1378:2:2;8;1;16;8,70%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:06;12:06;12:07:46;12:08:00;Römerstadt;synthetic:de:06412:1366:2:2;12;5;23;12,50%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:08;12:08;12:10:04;12:10:12;Nordwestzentrum;synthetic:de:06412:1322:22:2;13;7;29;15,76%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:09;12:09;12:11:00;12:11:15;Heddernheimer Landstraße;synthetic:de:06412:1320:2:2;5;8;26;14,13%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:11;12:11;12:13:24;12:13:30;Zeilweg;synthetic:de:06412:1318:2:2;8;9;25;13,59%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:13;12:13;12:15:10;12:15:28;Heddernheim;synthetic:de:06412:1317:22:3;6;6;25;13,59%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:15;12:15;12:17:36;12:17:50;Weißer Stein;synthetic:de:06412:1312:22:2;7;7;25;13,59%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:16;12:16;12:18:38;12:18:55;Lindenbaum;synthetic:de:06412:1311:2:2;5;8;22;11,96%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:17;12:17;12:19:57;12:20:05;Hügelstraße;synthetic:de:06412:1304:2:2;3;4;21;11,41%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:18;12:18;12:20:53;12:21:00;Fritz-Tarnow-Straße;synthetic:de:06412:1303:2:2;3;2;22;11,96%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:20;12:20;12:22:51;12:23:11;Dornbusch;synthetic:de:06412:1301:22:22;7;3;26;14,13%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:22;12:22;12:25:21;12:25:40;Miquel-/Adickesallee;synthetic:de:06412:404:6:5;8;8;26;14,13%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:23;12:23;12:26:28;12:26:37;Holzhausenstraße;synthetic:de:06412:403:4:4;14;5;35;19,02%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:24;12:24;12:27:47;12:27:55;Grüneburgweg;synthetic:de:06412:402:2:2;8;4;39;21,20%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:25;12:25;12:28:58;12:29:18;Eschenheimer Tor;synthetic:de:06412:401:2:2;12;11;40;21,74%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:26;12:26;12:30:18;12:30:29;Hauptwache;synthetic:de:06412:1:22:4;15;12;43;23,37%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:27;12:27;12:31:17;12:31:27;Willy-Brandt-Platz;synthetic:de:06412:4:22:2;8;7;44;23,91%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:29;12:29;12:33:28;12:33:48;Schweizer Platz;synthetic:de:06412:921:1:2;15;11;48;26,09%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:31;12:31;12:35:47;12:35:47;Südbahnhof;synthetic:de:06412:912:7:11;0;48;0;0,00%
15.09.2025;Mo;U1;1;12:04;Ginnheim Mitte;12:31;Südbahnhof;184;136;48;12:31;12:31;12:35:47;12:35:47;ausfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:04;17:04;17:06:01;17:06:01;einfahrend;0;0;0;0;0,00%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:04;17:04;17:06:01;17:06:18;Ginnheim Mitte;synthetic:de:06412:1309:7:1;32;0;32;8,70%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:05;17:05;17:07:15;17:07:33;Ginnheim/Niddapark;synthetic:de:06412:1378:2:2;18;12;38;10,33%
15.09.2025;Mo;U1;1;17:04;Ginnheim Mitte;17:31;Südbahnhof;368;272;96;17:06;17:06;17:08:21;17:08:28;Römerstadt;synthetic:de:06412:1366:2:2;32;10;60;16,30%
