provider_name,end_date,start_hour,end_hour,vehicle_type,stop_name,radius,trips_starting,trips_ending
nextbike,2025-04-07,2025-04-06 16:00:00,2025-04-07 13:00:00,bicycle,F Weser-/Münchener Straße,250,0,0
nextbike,2025-04-07,2025-04-06 16:00:00,2025-04-07 13:00:00,bicycle,F Weser-/Münchener Straße,350,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Francois-Mitterrand-Platz,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Francois-Mitterrand-Platz,100,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Francois-Mitterrand-Platz,250,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Francois-Mitterrand-Platz,350,0,2
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Francois-Mitterrand-Platz,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Francois-Mitterrand-Platz,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Francois-Mitterrand-Platz,250,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Francois-Mitterrand-Platz,350,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Miquel-/Adickesallee,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Miquel-/Adickesallee,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Miquel-/Adickesallee,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Miquel-/Adickesallee,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Miquel-/Adickesallee,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Miquel-/Adickesallee,100,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Miquel-/Adickesallee,250,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Miquel-/Adickesallee,350,2,1
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Plieningerstraße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Plieningerstraße,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Plieningerstraße,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Plieningerstraße,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Plieningerstraße,50,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Plieningerstraße,100,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Plieningerstraße,250,2,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Plieningerstraße,350,2,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Weser-/Münchener Straße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Weser-/Münchener Straße,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Weser-/Münchener Straße,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,bicycle,F Weser-/Münchener Straße,350,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Weser-/Münchener Straße,50,2,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Weser-/Münchener Straße,100,3,0
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Weser-/Münchener Straße,250,5,2
synthetic_e_scooter,2025-04-07,2025-04-07 00:00:00,2025-04-07 01:00:00,e-scooter,F Weser-/Münchener Straße,350,8,3
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,2,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Francois-Mitterrand-Platz,50,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Francois-Mitterrand-Platz,100,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Francois-Mitterrand-Platz,250,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Francois-Mitterrand-Platz,350,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Francois-Mitterrand-Platz,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Francois-Mitterrand-Platz,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Francois-Mitterrand-Platz,250,2,1
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Francois-Mitterrand-Platz,350,3,1
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Miquel-/Adickesallee,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Miquel-/Adickesallee,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Miquel-/Adickesallee,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Miquel-/Adickesallee,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Miquel-/Adickesallee,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Miquel-/Adickesallee,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Miquel-/Adickesallee,250,0,2
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Miquel-/Adickesallee,350,2,2
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Plieningerstraße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Plieningerstraße,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Plieningerstraße,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Plieningerstraße,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Plieningerstraße,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Plieningerstraße,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Plieningerstraße,250,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Plieningerstraße,350,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Weser-/Münchener Straße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Weser-/Münchener Straße,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Weser-/Münchener Straße,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,bicycle,F Weser-/Münchener Straße,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Weser-/Münchener Straße,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Weser-/Münchener Straße,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Weser-/Münchener Straße,250,0,2
synthetic_e_scooter,2025-04-07,2025-04-07 01:00:00,2025-04-07 02:00:00,e-scooter,F Weser-/Münchener Straße,350,1,2
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,1,2
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,1,2
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Francois-Mitterrand-Platz,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Francois-Mitterrand-Platz,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Francois-Mitterrand-Platz,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Francois-Mitterrand-Platz,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Francois-Mitterrand-Platz,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Francois-Mitterrand-Platz,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Francois-Mitterrand-Platz,250,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Francois-Mitterrand-Platz,350,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Miquel-/Adickesallee,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Miquel-/Adickesallee,100,1,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Miquel-/Adickesallee,250,1,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Miquel-/Adickesallee,350,2,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Miquel-/Adickesallee,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Miquel-/Adickesallee,100,2,1
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Miquel-/Adickesallee,250,3,1
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Miquel-/Adickesallee,350,4,1
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Plieningerstraße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Plieningerstraße,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Plieningerstraße,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Plieningerstraße,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Plieningerstraße,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Plieningerstraße,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Plieningerstraße,250,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Plieningerstraße,350,1,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Weser-/Münchener Straße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Weser-/Münchener Straße,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Weser-/Münchener Straße,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,bicycle,F Weser-/Münchener Straße,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Weser-/Münchener Straße,50,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Weser-/Münchener Straße,100,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Weser-/Münchener Straße,250,0,3
synthetic_e_scooter,2025-04-07,2025-04-07 02:00:00,2025-04-07 03:00:00,e-scooter,F Weser-/Münchener Straße,350,0,3
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,1,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Francois-Mitterrand-Platz,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Francois-Mitterrand-Platz,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Francois-Mitterrand-Platz,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Francois-Mitterrand-Platz,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Francois-Mitterrand-Platz,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Francois-Mitterrand-Platz,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Francois-Mitterrand-Platz,250,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Francois-Mitterrand-Platz,350,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Miquel-/Adickesallee,50,1,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Miquel-/Adickesallee,100,1,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Miquel-/Adickesallee,250,1,1
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Miquel-/Adickesallee,350,1,1
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Miquel-/Adickesallee,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Miquel-/Adickesallee,100,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Miquel-/Adickesallee,250,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Miquel-/Adickesallee,350,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Plieningerstraße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Plieningerstraße,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Plieningerstraße,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Plieningerstraße,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Plieningerstraße,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Plieningerstraße,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Plieningerstraße,250,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Plieningerstraße,350,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Weser-/Münchener Straße,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Weser-/Münchener Straße,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Weser-/Münchener Straße,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,bicycle,F Weser-/Münchener Straße,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Weser-/Münchener Straße,50,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Weser-/Münchener Straße,100,0,2
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Weser-/Münchener Straße,250,0,2
synthetic_e_scooter,2025-04-07,2025-04-07 03:00:00,2025-04-07 04:00:00,e-scooter,F Weser-/Münchener Straße,350,0,2
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,*405 F Dornbusch/Am Grünhof,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,*405 F Dornbusch/Am Grünhof,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,*405 F Dornbusch/Am Grünhof,350,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,250,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,e-scooter,*405 F Dornbusch/Am Grünhof,350,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,F Francois-Mitterrand-Platz,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,F Francois-Mitterrand-Platz,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,F Francois-Mitterrand-Platz,250,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,F Francois-Mitterrand-Platz,350,1,0
synthetic_e_scooter,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,e-scooter,F Francois-Mitterrand-Platz,50,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,e-scooter,F Francois-Mitterrand-Platz,100,0,0
synthetic_e_scooter,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,e-scooter,F Francois-Mitterrand-Platz,250,0,1
synthetic_e_scooter,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,e-scooter,F Francois-Mitterrand-Platz,350,0,1
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,F Miquel-/Adickesallee,50,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,F Miquel-/Adickesallee,100,0,0
synthetic_bikesharing,2025-04-07,2025-04-07 04:00:00,2025-04-07 05:00:00,bicycle,F Miquel-/Adickesallee,250,0,0
